Interfaces,Methods,Roles,,,,,,,,,,,,,,,,,,,,Comments,,,,,,,
,,B/D,Cust-B/D,MM,DPM,Firm,Class Disp,Firm Disp,Help Desk,System,Root,Exch B/D,ProdMaint,TFL,EOP,HELP_DESK_OMT,BOOTH_OMT,DISPLAY_OMT,CROWD_OMT,REPORTING,OPRA,(NR) = Non-repudiation logging is ON,,,,,,,
CMILockedQuoteStatusConsumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,all,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,

INTERMARKET Interfaces( linkage/stock),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntermarketUserSessionManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getIntermarketQuery,,,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,
,getNBBOAgent,,,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,
,setRemoteDelegate,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
NBBOAgent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,registerAgent,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,unregisterAgent,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
NBBOAgentSessionManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getIntermarketManualHandling,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,setRemoteDelegate,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getIntermarketHeldOrderEntry,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,getIntermarketHeldOrderQuery,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
IntermarketManualHandling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,acceptSatisfactionOrderFill,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptSatisfactionOrderInCrowdFill,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptSatisfactionOrderReject,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptCustomerOrderSatisfy,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptFillReject,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptHeldOrderReroute,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptHeldOrderByClassReroute,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptCancelResponse,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptHeldOrderFill,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,getHeldOrderById,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,getAssociatedOrders,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,getOrdersByOrderTypeAndClass,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,getOrdersByOrderTypeAndProduct,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptPreOpeningIndication,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptPreOpeningResponse,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptAdminMessage,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,lockProduct,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,unlockProduct,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,rerouteBookedOrderToHeldOrder,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptOpeningPriceForProduct,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,getOrderBookStatus,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
IntermarketHeldOrderAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rerouteHeldOrder,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,rerouteHeldOrderByClass,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptCancelResponse,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptFillHeldOrder,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,getHeldOrderById,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,getHeldOrdersByClassForSession,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
IntermarketUserAccess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,logon,,,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,
,getIntermarketUserSessionManager,,,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,
IntermarketQuery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getIntermarketByProductForSession,,,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,
,getIntermarketByClassForSession,,,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,
,getAdminMessage,,,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,
,getDetailedOrderBook,,,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,
,getOrderBookStatus,,,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,
CMIIntermarketOrderStatusConsumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,all,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,
CMINBBOAgentSessionAdmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,all,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,
IntermarketHeldOrderEntry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rerouteHeldOrder,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,rerouteHeldOrderByClass,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptCancelResponse,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
,acceptFillHeldOrder,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
IntermarketHeldOrderQuery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getHeldOrderById,,,x,x,,,,x,,x,,x,,,x,,,,,,,,,,,,,
CFIX Interfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CfixSessionManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getCfixTradingSession   ,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,getCfixProductQuery     ,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,getCfixMarketDataQuery ,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,getCfixMDXMarketDataQuery ,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,logout,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,getValidSessionProfileUser,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,getValidUser,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
CfixMarketDataQueryIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getCfixSessionManager,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,setCfixMarketDataConsumer,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,getCfixMarketDataConsumer,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeCurrentMarketByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeCurrentMarketByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeCurrentMarket,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeBookDepthByProduct ,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeBookDepthByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeBookDepth,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,snapshotBookDepthByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeBookDepthUpdateByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeBookDepthUpdateByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeBookDepthUpdate,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeExpectedOpeningPriceByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeExpectedOpeningPriceByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeExpectedOpeningPrice,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeNbboByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeNbboByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeNbbo,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeRecapByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeRecapByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeRecap,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeTickerByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeTickerByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeTicker,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeListener,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
CfixMDXMarketDataQueryIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getCfixSessionManager,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,setCfixMarketDataConsumer,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,getCfixMarketDataConsumer,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeCurrentMarketByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeCurrentMarketByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeCurrentMarket,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeBookDepthByProduct ,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeBookDepthByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeBookDepth,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,snapshotBookDepthByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeBookDepthUpdateByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeBookDepthUpdateByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeBookDepthUpdate,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeExpectedOpeningPriceByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeExpectedOpeningPriceByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeExpectedOpeningPrice,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeNbboByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeNbboByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeNbbo,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeRecapByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeRecapByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeRecap,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeTickerByClass,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,subscribeTickerByProduct,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeTicker,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
,unsubscribeListener,x,x,x,,x,x,x,x,,x,x,,x,x,x,,,,x,x,,,,,,,,
InProcess CAS Interfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InProcessSessionManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getInProcessTradingSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,,,,x,x,,,,,,,,
,getInProcessProductQuery,x,x,x,,x,x,x,x,,x,x,x,x,x,x,,,,x,x,,,,,,,,
,getInProcessQuoteEntry,,,x,,,,x,x,,x,,,,,x,,,,,,,,,,,,,
,getInProcessQuoteQuery,x,x,x,,,,x,x,,x,,,,,x,,,,,,,,,,,,,
,getInProcessOrderEntry,x,x,x,,x,,x,x,,x,x,,,,x,,,,,,,,,,,,,
,getInProcessOrderQuery,x,x,x,,x,,x,x,,x,x,,,,x,,,,,,,,,,,,,
,getInProcessAdministrator,x,x,x,,x,,x,x,,x,x,x,,,x,,,,,,,,,,,,,
,getInProcessProductDefinition,x,x,x,,x,,x,x,,x,x,x,x,,x,,,,,,,,,,,,,
,getInProcessMarketQuery,x,x,x,,x,x,x,x,,x,x,,,x,x,,,,x,x,,,,,,,,
,getInProcessRemoteMarketQuery,x,x,x,,x,x,x,x,,x,x,,,x,x,,,,x,x,,,,,,,,
,getInProcessUserTradingParameters,,,x,,,,x,x,,x,,x,x,,x,,,,,,,,,,,,,
,getInProcessFloorTrade,x,x,x,,x,,x,x,,x,x,,,,x,,,,,,,,,,,,,
,logout,x,x,x,,x,x,x,x,,x,x,x,x,x,x,,,,x,x,,,,,,,,
,getValidUser,x,x,x,,x,x,x,x,,x,x,x,x,x,x,,,,x,x,,,,,,,,

QuoteEntry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,acceptQuote,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,
,acceptQuotesForClass,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,
,cancelQuote,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,
,cancelQuotesByClass,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,
,cancelAllQuotes,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,

QuoteQuery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,subscribeQuoteStatus,x,x,x,,x,x,x,x,x,x,x,,,x,x,x,x,x,x,x,,,,,,,,
,subscribeQuoteStatusForFirm,,,x,,x,,x,x,,x,,,,,x,,,,,,,,,,,,,
,subscribeQuoteLockedNotification,x,x,x,,x,x,x,x,x,x,x,,,x,x,x,x,x,x,x,,,,,,,,
,subscribeRFQ,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,
,unsubscribeRFQ,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,
,getQuoteStatus,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,

InProcessTradingSession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getCurrentTradingSessions,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getClassesForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getProductTypesForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getProductClassesForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getProductsForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getStrategiesByClassForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,unsubscribeClassesByTypeForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,unsubscribeProductsByClassForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,unsubscribeStrategiesByClassForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,unsubscribeTradingSessionStatus,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getClassBySessionForKey,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getClassBySessionForSymbol,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getProductBySessionForKey,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getProductBySessionForName,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getStrategyBySessionForKey,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,getStrategiesByComponent,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,subscribeProductForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
,unsubscribeProductForSession,x,x,x,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,

FloorTradeConsumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,subscribeForFloorTradeReportsByClass,,,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,
,acceptFloorTrade,,,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,
,deleteFloorTrade,,,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,

HeartBeatCallbackService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,registerHeartBeatCallback,x,x,x,,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,,,,,,,,
,deregisterHeartBeatCallback,x,x,x,,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,,,,,,,,

GroupService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,createElementsForGroup,,,,,,,,x (NR),x (NR),x (NR),,,,,x (NR),,,,,,,,,,,,,
,addElementsToGroup,,,,,,,,x (NR),x (NR),x (NR),,,,,x (NR),,,,,,,,,,,,,
,updateElement,,,,,,,,x (NR),x (NR),x (NR),,,,,x (NR),,,,,,,,,,,,,
,removeElement,,,,,,,,x (NR),x (NR),x (NR),,,,,x (NR),,,,,,,,,,,,,
,removeElementFromGroup,,,,,,,,x (NR),x (NR),x (NR),,,,,x (NR),,,,,,,,,,,,,
,removeLeafElementsFromGroup,,,,,,,,x (NR),x (NR),x (NR),,,,,x (NR),,,,,,,,,,,,,
,getRootElementForGroupType,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,
,getElementsForGroup,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,
,getElementByKey,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,
,getParentGroupsForElement,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,
,createRootGroupForType,,,,,,,,x (NR),x (NR),x (NR),,,,,x (NR),,,,,,,,,,,,,
,removeElementsFromGroup,,,,,,,,x (NR),x (NR),x (NR),,,,,x (NR),,,,,,,,,,,,,
,getAllLeafElementsForGroup,,,,,x,,x,x,x,x,,,,,x,,,,,,,,,,,,,

GroupElementEventService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,subscribeGroupElementEvent,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,
,unsubscribeGroupElementEvent,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,

GroupCancelEventService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,subscribeGroupCancelSummaryEvents,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,
,unsubscribeGroupCancelSummaryEvents,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,

GroupOrderCancelEventService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,subscribeOrderCancelSummaryEvents,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,
,unsubscribeOrderCancelSummaryEvents,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,
UserAccessOMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getOMTUserSessionManager,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,
OMTSessionManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,getOrderManagementService,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,setRemoteDelegate,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
OrderManagementService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,subscribeOrdersForManualHandling,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,publishAllMessagesForDestination,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,getCurrentMarketQuoteForProduct ,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,getOrderByIdV2,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,getOrderByORSID,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,getOrdersByClassAndTime,,,,,,,,x,x,x,,,,,x,,x,x,,,,,,,,,,
,getOrdersByProductAndTime,,,,,,,,x,x,x,,,,,x,,x,x,,,,,,,,,,
,getOrdersByLocation,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,getOrdersByLocationType,,,,,,,,x,x,x,,,,,x,,x,,,,,,,,,,,
,queryOrderHistoryV2,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptDirectRoute,,,,,,,,x,x,x,,,,,x,x,,x,,,,,,,,,,
,acceptManualCancel,,,,,,,,x,x,x,,,,,x,x,,x,,,,,,,,,,
,acceptManualCancelReplace,,,,,,,,x,x,x,,,,,x,x,,x,,,,,,,,,,
,acceptManualUpdate,,,,,,,,x,x,x,,,,,x,x,,x,,,,,,,,,,
,markMessageAsRead,,,x,,,,,x,x,x,,,,,x,x,,x,,,,,,,,,,
,acceptMessageRoute,,,,,,,,x,x,x,,,,,x,x,,x,,,,,,,,,,
,acceptManualFillReport,,,,,,,,x,x,x,,,,,x,x,,x,,,,,,,,,,
,getTradeReportV2ByTradeId,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
OrderRoutingConsumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,all,,,,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
FloorTradeMaintenanceService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,acceptFloorTrade,,,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,
,deleteFloorTrade,,,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,
,subscribeForFloorTradeReportsByClass,,,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,
,unsubscribeForFloorTradeReportsByClass,,,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,
TradingClassStatusQuery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,all,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
CMITradingClassStatusQueryConsumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,all,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,
EnhancedOrderHandlingService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,acceptOrder,x,x,x,,x,,,x,,x,x,,,,x,x,,x,,,,,,,,,,
LightOrderHandlingService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rcv,x,x,x,,x,,,x,,x,x,,,,x,x,,x,,,,,,,,,,
ParOrderManagementService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,subscribeParOrdersForManualHandling,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,unSubscribeParOrdersForManualHandling,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,publishAllParMessagesForDestination,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptManualCancelReport,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptManualFillReportV2,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptPrintRequest,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptManualOrderReturn,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptVolumeChange,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptPrintCancel,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptPrintCancelReplace,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptManualFillTimeout,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,acceptManualOrderReturnTimeout,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,registerUser,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,unRegisterUser,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,setParUserPreferences,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,removeParUserPreference,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,getAllParUserPreferences,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,getParUserPreferences,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,removeParUserPreferencesByPrefix,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,getAllParSystemPreferences,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,getParSystemPreferencesByPrefix,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,changeRegisteredUserPassword,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
ActivityService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,queryActivityHistory,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
,queryActivityTradeHistory,,,x,,,,,x,x,x,,,,,x,x,x,x,,,,,,,,,,
ActivityHistoryService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,queryActivityHistory,x,x,x,,x,,x,x (NR),,x,x,,,,x,x,,x,,,,,,,,,,
,queryActivityTradeHistory,x,x,x,,x,,x,x (NR),,x,x,,,,x,x,,x,,,,,,,,,,
